996,Citra Imperial India Pale Ale
997,Amager / Surly - Todd The Axe Man
998,Sort Mælk
999,Goliat
1000,Beer Geek Vanilla Maple Shake
1001,Beer Geek Cocoa Shake
1002,Beer Geek Brunch Weasel
1003,Nelson Sauvignon (Nelson Sauvin Brut)
1004,Beer Geek Vanilla Shake
1005,Beer Geek Vanilla Shake - Bourbon Barrel-Aged
1006,Franziskaner Weissbier Royal
1007,Hirsch Bavarian-Weissbier Hefeweisse
1008,Spaten Optimator
1009,Kölsch
1010,Hofbräu Münchner Weisse
1011,Ayinger Winterbock
1012,Crew 7:45 Escalation
1013,Ayinger Kirta-Halbe
1014,Klosterbräu Schwärzla
1015,Black Shark
1016,Neumarkter Lammsbräu (Organic) Pilsner
1017,Rothaus Hefeweizen
1018,Leipziger Gose
1019,Schwarzbier
1020,Augustiner Bräu Oktoberfestbier
1021,Edelstoff
1022,Tucher Helles Hefe Weizen
1023,Pilsner
1024,Augustiner Bräu Maximator
1025,Ettaler Curator Dunkler Doppelbock (US Import Version)
1026,St. Martin Dunkler Doppelbock
1027,Helles
1028,Weltenburger Kloster Barock Dunkel
1029,Amarsi Double IPA
1030,Faust Hefeweizen Dunkel
1031,Bonator
1032,Backbone Splitter
1033,Aecht Schlenkerla Kräusen
1034,Salvator Doppel Bock
1035,Kyritzer Mord Und Totschlag
1036,Geisterzug Gose Quinced
1037,Weihenstephaner Pils
1038,Original Schlüssel Alt
1039,Aecht Schlenkerla Rauchbier Weizen
1040,Ayinger Jahrhundert Bier
1041,Andechs Weissbier Dunkel
1042,Riegele Augustus Weizendoppelbock
1043,Ayinger Altbairisch Dunkel
1044,Hacker-Pschorr Oktoberfest Märzen
1045,Methusalem Sour Altbier
1046,Augustiner Bräu Weissbier
1047,Altbier
1048,Roundhouse Kick
1049,Aecht Schlenkerla Helles Lagerbier
1050,Spezial Rauchbier Märzen
1051,Kellerbier Ungespundet-Lager hefetrüb (aU Ungespundet Naturtrüb)
1052,Hacker-Pschorr Dunkel Weisse (Weisse Dark)
1053,Schneider Weisse Tap 7 Unser Original
1054,EKU 28
1055,Ayinger Maibock
1056,Julius Echter Hefe-Weissbier Hell
1057,Döllnitzer Ritterguts Gose
1058,Geisterzug Gose Rhubarb
1059,Andechser Vollbier Hell
1060,Schumacher Alt
1061,Mühlen Kölsch
1062,Kapuziner Weissbier
1063,Füchschen Alt
1064,Ayinger Oktober Fest-Märzen
1065,Schneider Weisse Tap X Aventinus Cuvée Barrique
1066,Mönchshof Schwarzbier
1067,Bairisch Pils
1068,Weihenstephaner 1516 Kellerbier
1069,Rothaus Pils Tannen Zäpfle
1070,Weihenstephaner Kristallweissbier
1071,Paulaner Hefe-Weissbier Naturtrüb
1072,Franziskaner Hefe-Weisse
1073,Uerige Sticke
1074,Schneider Weisse Tap X Mein Nelson Sauvin
1075,Aecht Schlenkerla Eiche
1076,Mönchsambacher Lager
1077,Tucher Bajuvator Doppelbock
1078,Schneider Weisse Tap 4 Wiesen Edel-Weisse
1079,Ayinger Ur-Weisse
1080,Hacker-Pschorr Hefe Weisse Naturtrüb
1081,Weltenburger Kloster Asam-Bock
1082,Weihenstephaner Original
1083,1809
1084,Aecht Schlenkerla Rauchbier Märzen
1085,Schneider Weisse Tap 5 Meine Hopfenweisse
1086,Uerige Doppelsticke
1087,Eisbock
1088,Weihenstephaner / Sierra Nevada - Braupakt
1089,Andechser Weissbier Hell
1090,Schneider Weisse Tap 1 Mein Blondes
1091,Augustiner Bräu Lagerbier Hell
1092,Aecht Schlenkerla Rauchbier Urbock
1093,Ayinger Bräuweisse
1094,Weihenstephaner Korbinian
1095,Aecht Schlenkerla Fastenbier
1096,Weihenstephaner Hefeweissbier Dunkel
1097,Schneider Aventinus Weizen-Eisbock
1098,Weihenstephaner Vitus
1099,Andechser Doppelbock Dunkel
1100,Schneider Weisse Tap 6 Unser Aventinus
1101,Celebrator
1102,Weihenstephaner Hefeweissbier
1103,Barrel-Aged Abraxas
1104,Marshmallow Handjee
1105,Heady Topper
1106,Doppelganger
1107,Society & Solitude #4
1108,Hunahpu's Imperial Stout - Double Barrel Aged
1109,Fourth Dementia - Bourbon Barrel-Aged
1110,Beatification
1111,Society & Solitude #5
1112,Ghost In The Machine - Double Dry-Hopped
1113,Mexican Brunch
1114,Miami Madness
1115,Last Buffalo In The Park
1116,It Was All A Dream
1117,Notorious Triple IPA
1118,Bourbon Barrel Aged Plead The 5th
1119,Coffee Cinnamon B-Bomb
1120,Beyond Good And Evil
1121,§ucaba
1122,Bourbon County Brand Barleywine Ale
1123,A Deal With The Devil
1124,Pseudo Sue - Double Dry-Hopped
1125,Black Gold
1126,Sunday Brunch
1127,West Ashley
1128,Breakfast Stout
1129,Saison Du Fermier
1130,The Broken Truck
1131,Alter Ego
1132,Abricot Du Fermier
1133,Flora Plum
1134,Galaxy Dry Hopped Fort Point Pale Ale
1135,V.S.O.J.
1136,Bourbon Paradise
1137,Anabasis
1138,Triple Shot
1139,Black Note Stout
1140,Chemtrailmix
1141,Keene Idea
1142,Clover
1143,Grande Negro Voodoo Papi - Bourbon Barrel-Aged
1144,Maman
1145,Beer:Barrel:Time
1146,Ephraim
1147,Adnams Tally-Ho
1148,Bishop's Farewell
1149,Imperial Black
1150,Fuller's London Pride
1151,Organic Export Scotch Ale
1152,Libertine Black Ale
1153,Tynt Meadow
1154,Elvis Juice
1155,Export India Porter
1156,Scottish Stout
1157,Boltmaker (formerly Best Bitter)
1158,Royal Oak Pale Ale
1159,Brave New World IPA
1160,Saint Petersburg Imperial Stout
1161,Halcyon
1162,Young's Special London Ale
1163,Hardcore IPA
1164,Manchester Star Ale
1165,Dark Island
1166,"Dogma (7,4%)"
1167,Buxton / Lervig - Trolltunga
1168,Young's London Stout
1169,Old Peculier
1170,Buxton / Stillwater - Subluminal
1171,Old World Russian Imperial Stout
1172,Rain Shadow
1173,Broken Dream
1174,Kipling
1175,Olde Suffolk English (Strong Suffolk Vintage) Ale
1176,Jaipur IPA
1177,Haze
1178,Chocolate Rain
1179,BBADL (Bourbon Barrel Aged Dark Lord Imperial Stout)
1180,Very GGGreennn
1181,Triple Sunshine
1182,Nectarine Premiere
1183,Swish
1184,Black Tuesday
1185,Double Dry Hopped Fort Point Pale Ale
1186,Sip Of Sunshine
1187,Aaron
1188,Framboise Du Fermier
1189,Citra
1190,Double Dry Hopped Congress Street
1191,Green
1192,Focal Banger
1193,Cable Car
1194,Supplication
1195,Headroom
1196,Double Galaxy
1197,Atrial Rubicite
1198,Hunahpu's Imperial Stout
1199,Ann
1200,Double Citra®
1201,King Sue
1202,Doubleganger
1203,Fuzzy
1204,Bourbon County Brand Vanilla Stout
1205,Westly
1206,Speedway Stout - Vietnamese Coffee - Bourbon-Barrel Aged
1207,JJJuliusss
1208,Zombie Dust
1209,Duck Duck Gooze
1210,Barrel Aged Imperial German Chocolate Cupcake Stout
1211,Parabola
1212,Morning Wood
1213,KBS (Kentucky Breakfast Stout)
1214,Bourbon County Brand Stout
1215,Abner
1216,Julius
1217,Dinner
1218,Double Sunshine
1219,Assassin
1220,Very Green
1221,Juice Machine
1222,Pliny The Elder
1223,CBS (Canadian Breakfast Stout)
1224,SR-71
1225,Fundamental Observation
1226,Bourbon County Brand Coffee Stout
1227,Very Hazy
1228,King JJJuliusss
1229,Pliny The Younger
1230,Mornin' Delight
1231,Hazy Jane
1232,Hoppy Christmas
1233,King Julius
1234,Tokyo*
1235,Old Chimneys Good King Henry Imperial Stout
1236,Elizabethan Ale
1237,Black Betty
1238,Wild Raven
1239,Golden Pride
1240,Cocoa Psycho
1241,Extra Stout
1242,J.W. Lees Harvest Ale (Lagavulin Whisky Cask)
1243,Wildebeest
1244,Mexicake
1245,IPA Citra
1246,Jack Hammer
1247,90/~ Wee Heavy
1248,Ola Dubh Special Reserve 21
1249,Young's Double Chocolate Stout
1250,Mackeson Triple XXX Stout
1251,I Hardcore You
1252,Fuller's ESB
1253,Dark Island Reserve
1254,Wee Heavy
1255,Landlord Pale Ale
1256,J.W. Lees Harvest Ale (Sherry Cask)
1257,J.W. Lees Harvest Ale (Calvados Cask)
1258,Skull Splitter
1259,Siren / Cigar City - Caribbean Chocolate Cake
1260,Nut Brown Ale
1261,Yorkshire Stingo
1262,Black Tokyo Horizon
1263,Fuller's 1845
1264,Ola Dubh Special Reserve 16
1265,Export Stout London 1890
1266,Ola Dubh Special Reserve 12
1267,Old Engine Oil Black Ale
1268,Imperial Brown Stout London 1856
1269,Traquair House Ale
1270,J.W. Lees Harvest Ale (Port Cask)
1271,Ola Dubh Special Reserve 18
1272,Bracia
1273,Traquair Jacobite
1274,Taddy Porter
1275,Old Engine Oil Engineer's Reserve Blackest Ale
1276,Kentucky Brunch Brand Stout
1277,Fuller's Vintage Ale
1278,Fuller's London Porter
1279,Old Chimneys Good King Henry Special Reserve
1280,Ola Dubh Special Reserve 40
1281,Oatmeal Stout
1282,Ola Dubh Special Reserve 30
1283,Courage Imperial Russian Stout
1284,Organic Chocolate Stout
1285,Harvest Ale (Limited Edition)
1286,Buxton / Omnipollo Yellow Belly Sundae
1287,Buxton / Omnipollo - Yellow Belly
